cell_line,context,spearman_rho,rank
HCC4011,B,0.7800304,463
Hs 834.T,B,0.78001374,464
Panc 05.04,B,0.7799782,465
HHSteC,B,0.77996945,466
SW48,B,0.7798328,467
hTCEpi,B,0.7798234,468
TUHR14TKB,B,0.7796829,469
A-253,B,0.77967036,470
KG-1-C,B,0.7796149,471
NCI-H1437,B,0.77957207,472
SNU-878,B,0.7795408,473
Mel JuSo,B,0.77953047,474
COLO 849,B,0.7794973,475
MIA PaCa-2,B,0.7794846,476
COV318,B,0.7794827,477
AM-38,B,0.7794173,478
HLF-a,B,0.77936846,479
NCI-H2087,B,0.77936584,480
LN-319,B,0.7791939,481
MCAS,B,0.7790814,482
SNU-213,B,0.7789997,483
A101D,B,0.7789272,484
KP-3,B,0.7789138,485
NCI-H1573,B,0.7789023,486
IPC-298,B,0.778902,487
SK-N-AS,B,0.77887017,488
C-33 A,B,0.7788053,489
NCI-H820,B,0.77876425,490
TE-15,B,0.77876353,491
YD-10B,B,0.7787473,492
Hs 274.T,B,0.7787339,493
LN-308,B,0.7787293,494
HCC2270,B,0.7785844,495
HGC-27,B,0.7785726,496
HuP-T4,B,0.77853036,497
SK-MEL-24,B,0.7785048,498
SNU-1041,B,0.7785046,499
OE21,B,0.7784673,500
HEC-1-A,B,0.77832943,501
SNU-216,B,0.778297,502
TE-14,B,0.77821463,503
HCC1806,B,0.7781417,504
TIME,B,0.77813053,505
NCI-H1838,B,0.77812123,506
PLC/PRF/5,B,0.7780937,507
CAL-12T,B,0.7780697,508
NUGC-3,B,0.77793336,509
SK-N-SH,B,0.7778995,510
SNU-349,B,0.7778602,511
JHUEM-2,B,0.7778287,512
HaCaT,B,0.77775997,513
NCI-H2347,B,0.7777501,514
EFE-184,B,0.7777417,515
MDST8,B,0.77765113,516
NCI-H2135,B,0.7776507,517
HEC-251,B,0.7774956,518
HMCB,B,0.777467,519
ChaGo-K-1,B,0.77736944,520
C32 [Human melanoma],B,0.77733636,521
253J-BV,B,0.7773069,522
Hs 737.T,B,0.77730376,523
GOS-3,B,0.77723336,524
UCSD-242L,B,0.77713865,525
KP-N-SI9s,B,0.7771344,526
SCC-15,B,0.7770686,527
CFPAC-1,B,0.7770395,528
DMS 273,B,0.7770023,529
NCI-H747,B,0.776791,530
LUDLU-1,B,0.77676123,531
RS-5,B,0.7767481,532
RERF-LC-Ad2,B,0.7767267,533
DM-3,B,0.7766329,534
Kuramochi,B,0.7766288,535
ME-180,B,0.77661073,536
ONS-76,B,0.7765336,537
RPTEC/TERT1,B,0.77649933,538
HCC1937,B,0.7764571,539
JHUEM-3,B,0.7763955,540
253J,B,0.7763358,541
SNU-C2A,B,0.7762643,542
WM88,B,0.77620715,543
VMRC-RCW,B,0.776174,544
CAL-29,B,0.77615666,545
RT-112,B,0.7761562,546
ABC-1,B,0.7761061,547
EPLC-272H,B,0.7759223,548
KYSE-140,B,0.7758559,549
Hs 688(A).T,B,0.77581006,550
MCF-7,B,0.7757846,551
NCI-H1648,B,0.775744,552
OVTOKO,B,0.77569973,553
SW480,B,0.7756477,554
OAW28,B,0.77564234,555
TE-10,B,0.77563065,556
COLO 800,B,0.77549154,557
Sq-1,B,0.7753979,558
SNU-626,B,0.7753603,559
NCE-G 61,B,0.775354,560
SCC-9,B,0.7752649,561
OVCAR-5,B,0.77525735,562
NCI-H2110,B,0.7752127,563
KMRC-3,B,0.7751726,564
TOV-112D,B,0.7749415,565
JHUEM-7,B,0.77479905,566
LK-2,B,0.77478397,567
SNU-5,B,0.77470136,568
BICR 18,B,0.77461547,569
CJM [Human melanoma],B,0.7745934,570
MDA-MB-435S,B,0.77448756,571
COLO 680N,B,0.774481,572
CAPAN-2,B,0.77439237,573
HEC-6,B,0.77426153,574
SW780,B,0.7742448,575
B-CPAP,B,0.77413833,576
COLO 741,B,0.773942,577
PA-1,B,0.7739039,578
COLO 699,B,0.7738282,579
KYSE-270,B,0.7737996,580
ONCO-DG-1,B,0.77371436,581
A-427,B,0.7737084,582
SH-4,B,0.7736789,583
LC-1F,B,0.7736495,584
MX-1,B,0.77364326,585
KNS-42,B,0.7735938,586
PaTu 8902,B,0.7734128,587
NCI-H1341,B,0.77328557,588
T3M-4,B,0.77324045,589
TE 125.T,B,0.77321124,590
TYK-nu,B,0.7731625,591
HEC-151,B,0.7730746,592
Rh30,B,0.7730583,593
HCC1319,B,0.7730549,594
Hs 852.T,B,0.7729606,595
MOR,B,0.7729183,596
PC-9,B,0.7728813,597
NCI-H1048,B,0.7727825,598
RCC10RGB,B,0.77264094,599
G-361,B,0.77263314,600
WM1799,B,0.77258116,601
BT-20,B,0.7725545,602
Hs 819.T,B,0.77243173,603
OVSAHO,B,0.7722219,604
ASC52telo,B,0.7721782,605
KLE,B,0.77198356,606
SCC-4,B,0.77196044,607
OE33,B,0.7719113,608
Hs 742.T,B,0.77190065,609
BxPC-3,B,0.7717952,610
LoVo,B,0.7717872,611
HEC-265,B,0.7717228,612
IGR-1,B,0.7717136,613
DAN-G,B,0.771691,614
Panc 08.13,B,0.7715745,615
UACC-62,B,0.77153623,616
NCI-H2444,B,0.77134037,617
RD,B,0.77128583,618
SLR21,B,0.7712588,619
BICR 78,B,0.7712418,620
HCC70,B,0.7712125,621
SNU-484,B,0.7710722,622
HDQ-P1,B,0.77105314,623
HCC1534,B,0.7709883,624
BT-12,B,0.77098453,625
SNU-1079,B,0.7709528,626
A2780,B,0.7709103,627
888-mel,B,0.77090406,628
KYSE-70,B,0.7707525,629
537-mel,B,0.7707072,630
BHY,B,0.77069986,631
YAPC,B,0.7706491,632
Hs 936.T,B,0.77059036,633
RL95-2,B,0.770549,634
TEN,B,0.7705126,635
OVCA420,B,0.7704435,636
SNU-398,B,0.7704412,637
AN3-CA,B,0.77028763,638
LN-464,B,0.77010447,639
MKN45,B,0.76983863,640
HEC-59,B,0.76978534,641
COLO 679,B,0.7697392,642
SK-MEL-28,B,0.7696788,643
TGBC11TKB,B,0.76959383,644
COLO 783,B,0.7695137,645
HCC1569,B,0.76940805,646
GCIY,B,0.7693584,647
TE 617.T,B,0.7693427,648
NCI-H661,B,0.76929617,649
MDA-MB-468,B,0.76926726,650
MOR/CPR,B,0.76919734,651
IGR-37,B,0.7689936,652
SK-MEL-3,B,0.76888734,653
EFM-192A,B,0.7688651,654
HPAC,B,0.7687402,655
SK-MEL-5,B,0.7687283,656
SNU-1197,B,0.7685255,657
SNU-1196,B,0.7685246,658
HSC-4,B,0.76849514,659
COLO 829,B,0.76849055,660
PK-59,B,0.76830095,661
Hs 172.T,B,0.7682007,662
HuTu 80,B,0.76813453,663
MDA-MB-361,B,0.7681338,664
EN,B,0.7680865,665
COLO 320,B,0.7676824,666
COLO 792,B,0.76753587,667
NCI-H1869,B,0.76733786,668
JHOS-4,B,0.7672861,669
SK-MEL-23,B,0.7671557,670
SNU-466,B,0.7670554,671
COV434,B,0.76675963,672
GTL-16,B,0.76669985,673
NCI-N87,B,0.76666605,674
NCI-H2126,B,0.76661396,675
COLO 320DM,B,0.76651156,676
SNU-1077,B,0.7664437,677
PE/CA-PJ34 (clone C12),B,0.7664157,678
RERF-LC-KJ,B,0.7663521,679
Mel Ho,B,0.7662728,680
TE-9,B,0.76625025,681
SNU-308,B,0.76623404,682
K029AX,B,0.7661693,683
LS123,B,0.76608866,684
SNU-1076,B,0.7659875,685
SNU-C4,B,0.7659806,686
C170,B,0.7657144,687
JHH-1,B,0.7657089,688
VM-CUB-1,B,0.7657027,689
MES-SA,B,0.76556313,690
SF767,B,0.76552445,691
ASC2telo differentiated,B,0.7654875,692
Hs 675.T,B,0.76543134,693
HuH-1,B,0.765248,694
TC-71,B,0.7652247,695
SW620,B,0.7651903,696
Hs 822.T,B,0.76516336,697
Hs 695T,B,0.765154,698
HSkMC,B,0.7651137,699
JHUEM-1,B,0.76509607,700
NCI-H3255,B,0.7650822,701
NCI-H441,B,0.76507854,702
NCI-H2004RT,B,0.7648707,703
RKO,B,0.76485807,704
KPL-1,B,0.76477087,705
WM266-4,B,0.76472694,706
JH-EsoAd1,B,0.76434773,707
HN,B,0.76433706,708
HCC1599,B,0.76422805,709
TTC-709,B,0.764201,710
SNU-119,B,0.76419395,711
A-204,B,0.76412416,712
SNU-503,B,0.76409715,713
RMG-I,B,0.764084,714
SNU-1,B,0.7640761,715
PrEC LH,B,0.7640628,716
KPL-4,B,0.76395905,717
NCI-H520,B,0.76390326,718
NCI-H841,B,0.763788,719
SK-MEL-31,B,0.76375717,720
Mel 928,B,0.7637251,721
MKN74,B,0.76371104,722
KM12,B,0.7635633,723
SuSa,B,0.7632264,724
U-BLC1,B,0.7632201,725
RVH-421,B,0.76314795,726
UACC-257,B,0.76305157,727
SK-MEL-2,B,0.7630341,728
SNU-761,B,0.7626628,729
HMEL,B,0.7625206,730
COR-L23,B,0.7625188,731
NCI-H1819,B,0.7624494,732
SK-MEL-1,B,0.7624204,733
SU.86.86,B,0.76237494,734
A-673,B,0.7622428,735
AGS,B,0.7621945,736
COLO 678,B,0.7621771,737
NCI-H1781,B,0.76208794,738
HCC630,B,0.7619926,739
HCC2935,B,0.7619838,740
T-47d,B,0.76172644,741
SK-BR-3,B,0.76171345,742
Hs 255.T,B,0.76160055,743
HMY-1,B,0.76153976,744
NCI-H522,B,0.76130295,745
TE 441.T,B,0.7611109,746
Rh18,B,0.7610997,747
OVK18,B,0.7610996,748
HCC2429,B,0.7608808,749
624-mel,B,0.7607894,750
HT-1197,B,0.76078576,751
HCC1482,B,0.76063484,752
MHH-ES-1,B,0.7606247,753
EC-GI-10,B,0.7605282,754
SNU-1040,B,0.7604282,755
LS411N,B,0.7604269,756
NCI-H1395,B,0.760178,757
SW1417,B,0.76007503,758
AsPC-1,B,0.75987005,759
G-402,B,0.7596509,760
CACO-2,B,0.75963575,761
HT-29,B,0.75922644,762
HCC827 GR5,B,0.75920093,763
RERF-GC-1B,B,0.7589811,764
23132/87,B,0.75881946,765
NCI-H2077,B,0.7587815,766
RPMI-2650,B,0.75855243,767
SNU-61,B,0.7585142,768
MFE-280,B,0.7585006,769
SNU-899,B,0.7584838,770
SNU-81,B,0.75845724,771
NCI-H1435,B,0.7584232,772
JHH-7,B,0.7581446,773
Capan-1,B,0.7580712,774
Panc 02.13,B,0.75803965,775
DEOC-1,B,0.7575847,776
HCC2688,B,0.7574781,777
SALE,B,0.7574081,778
CL-11,B,0.7573719,779
OVISE,B,0.7573273,780
C2BBe1,B,0.7572484,781
NCI-H446,B,0.7569282,782
SNU-1214,B,0.7568753,783
MDA-MB-453,B,0.7567987,784
HPAF-II,B,0.7566281,785
RT-4,B,0.7564031,786
HCC2911,B,0.7563111,787
CAMA-1,B,0.7562495,788
OV-90,B,0.75619066,789
NCI-H1155,B,0.7560667,790
ZR-75-1,B,0.755879,791
JHH-5,B,0.7558404,792
KMBC-2,B,0.7557116,793
HT115,B,0.7556849,794
PaTu 8988s,B,0.75543714,795
SNG-M,B,0.75537145,796
Caov-4,B,0.7553467,797
22Rv1,B,0.7552703,798
NCI-H2066,B,0.7552567,799
LXFL 529L,B,0.7551036,800
DMS 114,B,0.75503445,801
GP2d,B,0.7547548,802
HCC1187,B,0.75461346,803
RCM-1 [Human rectal adenocarcinoma],B,0.75452137,804
SK-PN-DW,B,0.7544411,805
KMS-11,B,0.75430715,806
HuCC-T1,B,0.75427705,807
HCC2157,B,0.75427455,808
MFM-223,B,0.75417936,809
NCI-H2342,B,0.7540528,810
NCI-H716,B,0.75392705,811
CAL-33,B,0.75378,812
SNU-175,B,0.7537236,813
AF22,B,0.7537074,814
SBC-5,B,0.75358915,815
CAL-148,B,0.75355124,816
SNU-1066,B,0.7534592,817
BICR 22,B,0.753271,818
TTC-1240,B,0.75312734,819
BT-474,B,0.75307477,820
NB1,B,0.75303006,821
Okajima,B,0.7528948,822
Huh-7,B,0.7526638,823
AU565,B,0.752642,824
OVKATE,B,0.75243086,825
HT-1376,B,0.75237745,826
TTC-642,B,0.7523774,827
NCI-H1581,B,0.7522959,828
TTC-549,B,0.7522008,829
Tm87-16,B,0.7518585,830
D283 Med,B,0.75181985,831
Malme-3M,B,0.7516522,832
NCI-H211,B,0.7516469,833
EW-8,B,0.7515158,834
GSS,B,0.75149983,835
LS180,B,0.7514317,836
ZR-75-30,B,0.75138134,837
SNU-407,B,0.75136554,838
EWS-502,B,0.75134754,839
BICR 6,B,0.7511413,840
SK-N-MC,B,0.7511164,841
G-401,B,0.75110227,842
Hep 3B2.1-7,B,0.75099385,843
CL-14,B,0.75095916,844
DV-90,B,0.7508938,845
HCC1195,B,0.75062025,846
YMB-1,B,0.75018734,847
TE-5,B,0.7500963,848
HCC2218,B,0.7495191,849
SW1116,B,0.7492855,850
CW-2,B,0.7492264,851
NCI-H2198,B,0.74917316,852
SNU-1033,B,0.74890876,853
BICR 56,B,0.7488675,854
SK-CO-1,B,0.7486104,855
SK-ES-1,B,0.74849737,856
NTERA-2,B,0.7484293,857
ST486,B,0.74841166,858
SNU-869,B,0.74836934,859
Rh41,B,0.7482376,860
KP-MRT-RY,B,0.7478971,861
KMS-28BM,B,0.74770594,862
SNU-601,B,0.7475491,863
SR,B,0.7472576,864
SCC-3,B,0.7471784,865
QGP-1,B,0.7468321,866
MDA-PCa-2b,B,0.74661547,867
HuG1-N,B,0.7465724,868
MON,B,0.74655133,869
UACC-893,B,0.74642897,870
HCC1428,B,0.7463339,871
T.T,B,0.74621326,872
SNU-16,B,0.74605465,873
T84,B,0.74542177,874
KD [Human abdomen rhabdoid tumor],B,0.7451784,875
NCI-H727,B,0.7449069,876
NCC-StC-K140,B,0.7448063,877
SUM52PE,B,0.744701,878
MDA-MB-330,B,0.7440563,879
LNCaP,B,0.7440243,880
OVMANA,B,0.7438456,881
SU-DHL-1,B,0.74377483,882
NCI-H1876,B,0.74364793,883
EFM-19,B,0.7432949,884
JJN-3,B,0.7427925,885
HCC1500,B,0.7425234,886
SH-SY5Y,B,0.7424222,887
KMS-20,B,0.74233925,888
COLO 704,B,0.7421624,889
SK-NEP-1,B,0.74214745,890
VCaP,B,0.7420732,891
CCK-81,B,0.74154,892
COLO 201,B,0.7415038,893
HT-55,B,0.74133515,894
LNCaP clone FGC,B,0.7411488,895
OUMS-23,B,0.7411091,896
BT-483,B,0.7409424,897
NCI-N417,B,0.74057406,898
OCUM-1,B,0.7403054,899
HCC202,B,0.7400019,900
SNU-620,B,0.7399959,901
NCI-H660,B,0.7398862,902
SNU-245,B,0.7398279,903
KMS-34,B,0.73982567,904
A-704,B,0.7397191,905
MDA-MB-175-VII,B,0.73967886,906
SW1463,B,0.7395087,907
BEWO,B,0.7394431,908
CL-34,B,0.7393512,909
NUGC-4,B,0.73924816,910
SW948,B,0.73924726,911
OE19,B,0.73915124,912
DEL,B,0.7387434,913
DND-41,B,0.73863405,914
HCC1263,B,0.7385367,915
HCC1419,B,0.73843735,916
KE-39,B,0.7381617,917
SKM-1,B,0.73799425,918
JURL-MK1,B,0.737783,919
Kasumi-1,B,0.7377204,920
SU-DHL-5,B,0.73756135,921
VMRC-LCD,B,0.7372139,922
SEM,B,0.73693997,923
K-562,B,0.7369203,924
RD-ES,B,0.73683476,925
SK-N-DZ,B,0.73672944,926
MDA-MB-415,B,0.7367115,927
KMS-26,B,0.7366957,928
SHP-77,B,0.7366547,929
HCC-56,B,0.7366085,930
NH-6,B,0.73652565,931
KCL-22,B,0.7361504,932
MOLP-8,B,0.7361498,933
SNU-283,B,0.7361267,934
HEC-108,B,0.7358089,935
WSU-DLCL2,B,0.7356656,936
KYM-1,B,0.7354143,937
TF-1,B,0.7353287,938
Hep-G2,B,0.7351286,939
Mono-Mac-6,B,0.73488635,940
NCI-H2081,B,0.73466074,941
LS1034,B,0.73461676,942
NCI-H82,B,0.7343947,943
JHOM-2B,B,0.73402464,944
KYO-1,B,0.7337771,945
OPM-2,B,0.73371845,946
KMM-1,B,0.7336453,947
Toledo,B,0.73318356,948
SKNO-1,B,0.7331365,949
IMR-32,B,0.7327398,950
SUP-T1,B,0.7327251,951
COR-L88,B,0.73268133,952
NCI-H1882,B,0.73264325,953
NCI-H1618,B,0.73255414,954
SNU-719,B,0.73245746,955
HCC1833,B,0.7324358,956
REH,B,0.732418,957
MEG-01,B,0.7320879,958
KATO III,B,0.7317628,959
SUP-T11,B,0.7315195,960
NCO2,B,0.7312735,961
A4/Fukuda,B,0.73110443,962
OCI-AML-3,B,0.7310296,963
THP-1,B,0.73088104,964
NCI-H526,B,0.73036337,965
ECC10,B,0.73034865,966
Karpas-620,B,0.7302782,967
NCI-H684,B,0.7301545,968
SK-N-BE(2),B,0.7299155,969
BCP-1,B,0.7296296,970
STM91-01,B,0.7294323,971
EM-2,B,0.7292214,972
RCH-ACV,B,0.7291852,973
COLO 206F,B,0.7291602,974
Ki-JK,B,0.7291399,975
UACC-812,B,0.729129,976
Evsa-T,B,0.7290814,977
NCI-H524,B,0.7290311,978
NCI-H508,B,0.72872126,979
NCI-H1184,B,0.7286272,980
IM95,B,0.7284335,981
AML-193,B,0.72837406,982
NCI-H510A,B,0.7282685,983
NCI-H2196,B,0.72808456,984
SK-MM-2,B,0.72788495,985
RPMI-8226,B,0.7278659,986
DMS 153,B,0.7278424,987
MM1.S,B,0.72752124,988
NCI-H847,B,0.7274904,989
HL-60,B,0.72715455,990
Ku812,B,0.7271019,991
MJ,B,0.72698826,992
Kelly,B,0.72670656,993
L-363,B,0.72659653,994
SUP-B15,B,0.725995,995
NCI-H929,B,0.7257893,996
NCI-H810,B,0.72572947,997
GSU,B,0.7256586,998
LP-1,B,0.725604,999
SNU-C1,B,0.72557706,1000
MOLM-16,B,0.72551364,1001
HuH-6,B,0.7252839,1002
L-428,B,0.7251224,1003
MHH-NB-11,B,0.7248525,1004
BEN,B,0.7247691,1005
JURKAT,B,0.7247327,1006
U266B1,B,0.72445834,1007
SUP-M2,B,0.72435397,1008
HCC1588,B,0.72431904,1009
AMO1,B,0.72430867,1010
C8166,B,0.72398823,1011
SCLC-21H,B,0.7239879,1012
NCI-H854,B,0.72376096,1013
NB4,B,0.72366536,1014
NCI-H1436,B,0.72358286,1015
697,B,0.72351426,1016
HuT 78,B,0.7234006,1017
LS513,B,0.7230983,1018
JM-1,B,0.7230969,1019
SNU-520,B,0.72301096,1020
OCI-M2,B,0.7228443,1021
ECC12,B,0.7227153,1022
LAMA-84,B,0.72270715,1023
SW403,B,0.7226484,1024
HH [Human lymphoma],B,0.722605,1025
COR-L47,B,0.7222656,1026
SIG-M5,B,0.7222321,1027
NCI-H209,B,0.7221525,1028
WSU-FSCCL,B,0.72208077,1029
OCI-My5,B,0.72203416,1030
NCI-H1930,B,0.72194624,1031
Fu97,B,0.72176397,1032
MOLT-4,B,0.7217487,1033
COR-L279,B,0.72156596,1034
NCI-H1963,B,0.72149795,1035
COLO 684,B,0.7213561,1036
UMC-11,B,0.7213336,1037
TALL-1 [Human adult T-ALL],B,0.7210691,1038
A3/Kawakami,B,0.7210656,1039
OPM-1,B,0.72098213,1040
WSU-NHL,B,0.72093505,1041
MDA-MB-134-VI,B,0.72090065,1042
COR-L95,B,0.72071856,1043
ML-2,B,0.7205407,1044
CL-40,B,0.7205156,1045
Namalwa,B,0.7203231,1046
SK-N-FI,B,0.7203035,1047
Peer,B,0.7201493,1048
NALM-6,B,0.7199772,1049
OCI-Ly19,B,0.7196738,1050
DMS 53,B,0.71965176,1051
Pfeiffer,B,0.7195601,1052
MHH-CALL-2,B,0.71952045,1053
Sc-1,B,0.71944165,1054
CADO-ES1,B,0.71935076,1055
OCI-M1,B,0.7191265,1056
NCI-H1836,B,0.71900254,1057
SU-DHL-6,B,0.7186229,1058
RPMI-8402,B,0.71845216,1059
TK [Human B-cell lymphoma],B,0.71828395,1060
HEL 92.1.7,B,0.7181026,1061
NCI-H2029,B,0.7178253,1062
M-07e,B,0.71768373,1063
KMS-12-BM,B,0.71767604,1064
HuT 102,B,0.7170601,1065
HDLM-2,B,0.7170566,1066
Jurkat E6.1,B,0.7166268,1067
HCC33,B,0.71650654,1068
F-36P,B,0.71644765,1069
NCI-H889,B,0.7163762,1070
KMS-18,B,0.71586657,1071
U-266/84,B,0.7158372,1072
COLO 668,B,0.7157876,1073
COR-L311,B,0.71568346,1074
DU4475,B,0.71566063,1075
Hs 611.T,B,0.715659,1076
U-937,B,0.7156259,1077
CPC-N,B,0.7155717,1078
Granta-519,B,0.7155064,1079
NALM-19,B,0.71541363,1080
BDCM,B,0.7153814,1081
SET-2,B,0.71492016,1082
KP-N-YN,B,0.7146537,1083
NCI-H1694,B,0.7142248,1084
BL-41,B,0.7141404,1085
NCI-H187,B,0.7137177,1086
REC-1,B,0.71337277,1087
NCI-H2106,B,0.7132926,1088
KP-N-RT-BM-1,B,0.7126127,1089
Karpas-299,B,0.712559,1090
NCI-H69,B,0.7124227,1091
NCI-H1105,B,0.7122488,1092
BV-173,B,0.7121842,1093
EJM,B,0.7120326,1094
MOLM-13,B,0.7119908,1095
L-1236,B,0.7119553,1096
INA-6,B,0.7117066,1097
DoHH2,B,0.71166784,1098
Ri-1,B,0.71127266,1099
NCI-H2171,B,0.71117574,1100
NCI-H1770,B,0.7109421,1101
Raji,B,0.71083474,1102
U-266/70,B,0.71081334,1103
D341 Med,B,0.71063066,1104
NALM-1,B,0.7105718,1105
GDM-1,B,0.7102921,1106
HMC-1,B,0.71028334,1107
SCLC-22H,B,0.7101985,1108
MV4-11,B,0.71007735,1109
Kasumi-2,B,0.7099869,1110
Karpas-707,B,0.7098809,1111
U-2932,B,0.70987004,1112
NU-DHL-1,B,0.70986676,1113
SU-DHL-8,B,0.709819,1114
MEC-1,B,0.7094536,1115
SU-DHL-10,B,0.7093309,1116
Mino,B,0.7092432,1117
NCI-H2227,B,0.70923173,1118
EoL-1,B,0.7091235,1119
HEL,B,0.7091072,1120
DMS 454,B,0.70903164,1121
CHP-126,B,0.7090273,1122
L-540,B,0.7090001,1123
HT,B,0.7088748,1124
P3HR-1,B,0.70880574,1125
SiMa,B,0.7087732,1126
OCI-AML-2,B,0.708376,1127
NCI-H345,B,0.7082818,1128
PF-382,B,0.7082136,1129
MOLM-6,B,0.7080944,1130
KE-97,B,0.70805514,1131
OCI-AML-5,B,0.7080259,1132
BL-70,B,0.70797515,1133
NCI-H1092,B,0.7078524,1134
JeKo-1,B,0.7077854,1135
KM-H2,B,0.70726156,1136
KO52,B,0.70704645,1137
NU-DUL-1,B,0.7066814,1138
OCI-My7,B,0.7065596,1139
RC-K8,B,0.7063647,1140
EB2,B,0.7061002,1141
GA-10,B,0.7058301,1142
U-698-M,B,0.70564693,1143
CMK,B,0.70554227,1144
KG-1,B,0.70532244,1145
MUTZ-5,B,0.7052212,1146
Loucy,B,0.70508015,1147
DMS 79,B,0.7049209,1148
KMS-27,B,0.70490825,1149
CML-T1,B,0.7048152,1150
KMS-21-BM,B,0.70477873,1151
NCI-H146,B,0.7047472,1152
UKE-1,B,0.7043267,1153
HuNS1,B,0.70409393,1154
Mono-Mac-1,B,0.7040591,1155
MOLT-3,B,0.7038502,1156
SU-DHL-4,B,0.7037188,1157
MOLT-13,B,0.70351696,1158
EB3 [Human Burkitt lymphoma],B,0.70349884,1159
P12-Ichikawa,B,0.7033059,1160
Farage,B,0.7030596,1161
Ci-1,B,0.7025368,1162
TMD8,B,0.7024616,1163
JK-1,B,0.7024359,1164
MHH-CALL-3,B,0.70228565,1165
MHH-PREB-1,B,0.70225894,1166
HNT-34,B,0.70212024,1167
ALL-SIL,B,0.70155936,1168
HPB-ALL,B,0.7014549,1169
NOMO-1,B,0.7014229,1170
CCRF-SB,B,0.70140725,1171
SU-DHL-16,B,0.701005,1172
OCI-Ly3,B,0.7005016,1173
BJAB,B,0.70021003,1174
MHH-CALL-4,B,0.70003617,1175
RL,B,0.6999304,1176
PLB-985,B,0.6998538,1177
KOPN-8,B,0.6995332,1178
Karpas-1106P,B,0.69849503,1179
KE-37,B,0.69830173,1180
CA46,B,0.6979363,1181
MOLT-16,B,0.6978841,1182
OCI-Ly10,B,0.6964483,1183
DB,B,0.6961734,1184
MUTZ-3,B,0.6961623,1185
RS4;11,B,0.69596094,1186
KHM-1B,B,0.6956919,1187
EHEB,B,0.6955623,1188
MC116,B,0.69551367,1189
P31/FUJ,B,0.69455594,1190
MOLP-2,B,0.694031,1191
COR-L24,B,0.692738,1192
PL-21,B,0.6927092,1193
Jiyoye,B,0.69222814,1194
JVM-2,B,0.6918411,1195
Kasumi-6,B,0.6916779,1196
COR-L26,B,0.690696,1197
JVM-3,B,0.69047505,1198
NCI-H1385,B,0.6892832,1199
Daudi,B,0.68894887,1200
Ramos,B,0.6881063,1201
Karpas-422,B,0.68711555,1202
ME-1 [Human leukemia],B,0.68675536,1203
EB1,B,0.6852823,1204
TT,B,0.6848636,1205
OCI-Ly7,B,0.66988313,1206
CAL-33,C,0.8737498,1
CAL-27,C,0.8625306,2
PE/CA-PJ15,C,0.85542244,3
A-431,C,0.85219896,4
PE/CA-PJ34 (clone C12),C,0.85060346,5
KYSE-510,C,0.8502219,6
FaDu,C,0.8476358,7
HSC-2,C,0.84760827,8
Detroit 562,C,0.84621656,9
PE/CA-PJ49,C,0.84613657,10
TE-11,C,0.84550786,11
BFTC-905,C,0.844123,12
PE/CA-PJ41 (clone D2),C,0.84409666,13
BICR 22,C,0.8435514,14
KNS-62,C,0.8434187,15
SCaBER,C,0.84331,16
HSC-4,C,0.84265244,17
SCC-15,C,0.8424448,18
DOK,C,0.84232926,19
SNU-1076,C,0.84205824,20
KLM-1,C,0.84197384,21
SNU-1041,C,0.8416669,22
HaCaT,C,0.8414718,23
OE21,C,0.8400177,24
BICR 56,C,0.8399686,25
YD-10B,C,0.8387868,26
NCI-H596,C,0.8383103,27
TE-9,C,0.8378666,28
KYSE-150,C,0.83766085,29
KYSE-180,C,0.83757484,30
TE-14,C,0.8374663,31
A-253,C,0.8369952,32
KYSE-450,C,0.83645344,33
HSC-3,C,0.8359397,34
SF767,C,0.8356911,35
HBEC3-KT,C,0.8354744,36
SNU-1066,C,0.83450365,37
KYSE-30,C,0.83409375,38
YD-38,C,0.8335102,39
COLO 680N,C,0.8332723,40
SNU-899,C,0.8332378,41
HCC95,C,0.83323205,42
TE-15,C,0.8330278,43
HCC1954,C,0.8328975,44
PK-1,C,0.83248997,45
hTCEpi,C,0.83236307,46
YD-15,C,0.8318643,47
MCF-10A,C,0.8318027,48
BHY,C,0.8317201,49
KYSE-520,C,0.8316786,50
NUGC-2,C,0.83148044,51
RT-112,C,0.8312544,52
SCC-25,C,0.8310977,53
ME-180,C,0.8306528,54
UM-UC-1,C,0.83023036,55
NCI-H1666,C,0.8294677,56
CAL-29,C,0.82929355,57
Panc 02.03,C,0.8292267,58
NCI-H292,C,0.8291107,59
BICR 78,C,0.82908046,60
TE-5,C,0.82876295,61
CJM [Human melanoma],C,0.8287627,62
SNU-1214,C,0.8284016,63
HCC1937,C,0.82710665,64
TE-6,C,0.826464,65
BICR 31,C,0.82609886,66
OVCAR-5,C,0.8260221,67
HCC70,C,0.8258277,68
T3M-4,C,0.8256598,69
KP-2,C,0.8253112,70
HCC1806,C,0.82519484,71
BICR 16,C,0.8251505,72
BC-3C,C,0.8240932,73
LCLC-97TM1,C,0.82400405,74
L3.3,C,0.82385206,75
SCC-4,C,0.82374275,76
NCI-H1648,C,0.82354116,77
Panc 04.03,C,0.82326156,78
BxPC-3,C,0.82324153,79
HCC2814,C,0.82313234,80
PL45,C,0.8230328,81
LUDLU-1,C,0.82273775,82
SNU-213,C,0.8225779,83
HCC1143,C,0.8220367,84
HARA [Human squamous cell lung carcinoma],C,0.82196563,85
Panc 03.27,C,0.82195026,86
KYSE-410,C,0.8210401,87
NCI-H1373,C,0.82085276,88
