cell_line,context,spearman_rho,rank
FU-OV-1,B,0.39945823,459
GCIY,B,0.39887673,460
UCSD-242L,B,0.39791703,461
647V,B,0.3978624,462
CAL-29,B,0.39755785,463
Panc 05.04,B,0.39651543,464
NUGC-2,B,0.39588708,465
TE-4,B,0.39585608,466
KYSE-30,B,0.39553845,467
TE-1,B,0.39514774,468
TOV-21G,B,0.39500996,469
BHY,B,0.39464155,470
RERF-LC-Ad1,B,0.39453965,471
BxPC-3,B,0.3943297,472
HaCaT,B,0.39407754,473
HMEL,B,0.39339706,474
HGC-27,B,0.39318404,475
A-431,B,0.39305487,476
NCI-H1568,B,0.3927132,477
HCC70,B,0.39265138,478
JHOS-2,B,0.3925941,479
NCI-H358,B,0.39244008,480
UM-UC-1,B,0.3923453,481
KYSE-450,B,0.39194074,482
PK-1,B,0.39171678,483
SNU-466,B,0.39150786,484
HCC95,B,0.3914644,485
SNU-1076,B,0.3913098,486
NCI-H2291,B,0.39066857,487
NCI-H2085,B,0.3903884,488
HMC-1-8,B,0.38996089,489
PK-8,B,0.38993308,490
OAW42,B,0.38990402,491
NCI-H2347,B,0.38934448,492
253J-BV,B,0.3891482,493
SNU-213,B,0.3890725,494
JHOC-5,B,0.3889133,495
RMUG-S,B,0.388675,496
HCC1806,B,0.3884251,497
HMCB,B,0.38824904,498
WM1799,B,0.38806653,499
TE-14,B,0.38802764,500
Hs 852.T,B,0.3878987,501
HEC-1-B,B,0.38732168,502
KNS-42,B,0.38716984,503
SF172,B,0.38709763,504
KU-19-19,B,0.3869201,505
TE-6,B,0.3867554,506
EBC-1,B,0.38675135,507
TE-9,B,0.38654318,508
HCC4011,B,0.38640106,509
NCI-H1693,B,0.38637313,510
C32 [Human melanoma],B,0.3863398,511
HDQ-P1,B,0.38610354,512
IGROV-1,B,0.38571814,513
BICR 18,B,0.38557482,514
SNU-1079,B,0.38427845,515
MCAS,B,0.38383454,516
CFPAC-1,B,0.38380027,517
KLE,B,0.3836789,518
T3M-4,B,0.38331386,519
CAL-51,B,0.38313004,520
OVCA420,B,0.38309607,521
HCC2814,B,0.38282782,522
SW1573,B,0.3826664,523
SNU-761,B,0.38244328,524
HCC1954,B,0.38158044,525
HCC2270,B,0.38126582,526
SK-MEL-31,B,0.38117582,527
WM983B,B,0.3809089,528
EPLC-272H,B,0.38086098,529
IGR-1,B,0.3807793,530
MKN7,B,0.3805676,531
COLO 680N,B,0.37992668,532
Calu-3,B,0.37986976,533
PLC/PRF/5,B,0.37942058,534
PEO1,B,0.37933716,535
Mel JuSo,B,0.37861627,536
COLO 699,B,0.3781622,537
WM88,B,0.3776924,538
ME-180,B,0.37740973,539
HCT 116,B,0.37702927,540
JIMT-1,B,0.37697664,541
NCI-H2135,B,0.3769218,542
KLM-1,B,0.37663612,543
UACC-62,B,0.37662736,544
SuSa,B,0.3766129,545
VM-CUB-1,B,0.37587848,546
COLO 800,B,0.37546682,547
KP-2,B,0.37536868,548
PL45,B,0.37408975,549
EFE-184,B,0.37311342,550
SNU-1066,B,0.3729517,551
LUDLU-1,B,0.37285364,552
HuP-T4,B,0.3727854,553
IPC-298,B,0.3724957,554
BFTC-905,B,0.37243786,555
HPAC,B,0.3720268,556
HCC1937,B,0.37195054,557
OVCAR-4,B,0.37189046,558
KYSE-270,B,0.3718836,559
COLO 849,B,0.37185436,560
WM266-4,B,0.37181222,561
HSC-4,B,0.37178,562
NCI-H322,B,0.37175015,563
MFE-319,B,0.3714265,564
SNU-216,B,0.37122834,565
HCC1534,B,0.37121218,566
EC-GI-10,B,0.3711059,567
KP-3,B,0.37099683,568
OVCAR-3,B,0.37092122,569
Hs 695T,B,0.37059882,570
Sq-1,B,0.37053698,571
NCI-H1648,B,0.37044135,572
537-mel,B,0.37014154,573
SNU-1214,B,0.36995122,574
PK-59,B,0.36983272,575
KYSE-70,B,0.3697062,576
PE/CA-PJ34 (clone C12),B,0.36964515,577
SNU-1077,B,0.369201,578
SNU-324,B,0.369109,579
RERF-LC-Ad2,B,0.36885422,580
PrEC LH,B,0.3688508,581
SK-UT-1,B,0.36878368,582
HCC78,B,0.36856332,583
LN-319,B,0.36832643,584
Panc 02.03,B,0.36826995,585
OVCA432,B,0.3682481,586
NCI-H820,B,0.3680831,587
OC 314,B,0.36741427,588
RERF-LC-KJ,B,0.367256,589
NCI-H2444,B,0.36688474,590
LCLC-97TM1,B,0.36662492,591
SW837,B,0.36646953,592
DMS 273,B,0.36595586,593
NCI-H2126,B,0.36560434,594
MX-1,B,0.36527574,595
NCI-H1341,B,0.36423564,596
SNU-5,B,0.3635664,597
ChaGo-K-1,B,0.3635256,598
BICR 6,B,0.3630311,599
NCI-H1703,B,0.36226988,600
NCI-H2087,B,0.3620194,601
HT-1197,B,0.3619765,602
Panc 04.03,B,0.36161998,603
RT-112,B,0.36095574,604
NCI-H1573,B,0.36043578,605
CAL-12T,B,0.35995036,606
PC-9,B,0.35942915,607
BICR 56,B,0.35937488,608
BICR 22,B,0.35923585,609
COLO 792,B,0.35891858,610
HEC-265,B,0.35872102,611
KYSE-140,B,0.35845116,612
TYK-nu,B,0.35787222,613
SNU-638,B,0.3576988,614
A-673,B,0.35759982,615
HN,B,0.3575947,616
NCI-H1838,B,0.35710686,617
Ishikawa (Heraklio) 02 ER-,B,0.356834,618
JHUEM-2,B,0.35682636,619
PA-1,B,0.35605568,620
CAL-33,B,0.35588574,621
NCI-H3122,B,0.35578302,622
HuCC-T1,B,0.3557463,623
A-704,B,0.35500047,624
U-BLC1,B,0.354932,625
OV-90,B,0.35474005,626
TE-5,B,0.35418,627
DAN-G,B,0.35363233,628
NCI-H2170,B,0.35311303,629
CAPAN-2,B,0.35233685,630
COLO 829,B,0.35191613,631
JHH-7,B,0.35163924,632
JHUEM-7,B,0.35150605,633
SK-MEL-30,B,0.35143322,634
Huh-7,B,0.3512462,635
COLO 783,B,0.35043246,636
JHH-5,B,0.3503813,637
SNU-C5,B,0.35003763,638
PaTu 8902,B,0.3499193,639
LN-464,B,0.3495284,640
SK-MEL-2,B,0.3492581,641
SALE,B,0.34924805,642
BT-20,B,0.34892753,643
SNU-308,B,0.34874764,644
HCA7,B,0.34861866,645
SW780,B,0.34846961,646
JH-EsoAd1,B,0.3480923,647
SF767,B,0.34797052,648
SNU-899,B,0.3477296,649
KMBC-2,B,0.347574,650
AsPC-1,B,0.34711292,651
SK-MEL-23,B,0.34670117,652
HEK293,B,0.34601873,653
YAPC,B,0.3459572,654
SNU-C2A,B,0.34501243,655
COLO 679,B,0.34498402,656
RL95-2,B,0.34496102,657
RVH-421,B,0.34482655,658
ABC-1,B,0.3445644,659
NUGC-3,B,0.34328997,660
TC-71,B,0.34327787,661
HT-1376,B,0.34299773,662
NCI-H441,B,0.3428617,663
Hs 936.T,B,0.3418003,664
SH-4,B,0.34175637,665
OVSAHO,B,0.3417097,666
K029AX,B,0.3414014,667
Panc 08.13,B,0.34078014,668
HCC1569,B,0.34055912,669
BT-12,B,0.3404058,670
HEC-251,B,0.3401732,671
NCI-H1869,B,0.3401519,672
TEN,B,0.3400792,673
ONCO-DG-1,B,0.34006426,674
NCI-H446,B,0.33956778,675
MHH-ES-1,B,0.33955687,676
Rh41,B,0.33915204,677
Panc 10.05,B,0.3386775,678
NCI-H3255,B,0.33856088,679
SNU-1197,B,0.33801812,680
OVCAR-5,B,0.3378005,681
OAW28,B,0.33732876,682
MDA-MB-468,B,0.3365079,683
SK-MEL-5,B,0.33548743,684
HEC-1-A,B,0.33509558,685
Hep 3B2.1-7,B,0.33449596,686
DEOC-1,B,0.33403364,687
SU.86.86,B,0.33283138,688
LXFL 529L,B,0.33270144,689
HEC-6,B,0.33244777,690
SK-MEL-28,B,0.33228913,691
HAP1,B,0.331854,692
NCI-H1395,B,0.33096033,693
COLO 741,B,0.32991436,694
SK-N-MC,B,0.32989895,695
LS123,B,0.32977733,696
888-mel,B,0.32969812,697
JHH-1,B,0.3290932,698
HCT 15,B,0.32887638,699
NCI-H747,B,0.32878038,700
MDA-MB-361,B,0.3286976,701
OVKATE,B,0.32850665,702
MCF-7,B,0.32818672,703
OE33,B,0.32769877,704
COR-L23,B,0.32768854,705
UACC-257,B,0.32711822,706
RERF-GC-1B,B,0.3269722,707
HPAF-II,B,0.32690126,708
G-361,B,0.3267622,709
Panc 02.13,B,0.32630956,710
SW480,B,0.32559744,711
MKN45,B,0.3255737,712
SNU-119,B,0.32541132,713
NCI-N87,B,0.325292,714
MIA PaCa-2,B,0.3244113,715
NH-6,B,0.32420704,716
HCC827 GR5,B,0.32369474,717
AGS,B,0.3233038,718
HT-29,B,0.32323465,719
SK-PN-DW,B,0.32316375,720
RMG-I,B,0.32273957,721
HEC-151,B,0.3227019,722
SK-MEL-3,B,0.322469,723
GTL-16,B,0.32222238,724
NCI-H1819,B,0.32219532,725
IGR-37,B,0.32185394,726
SK-BR-3,B,0.32171422,727
D283 Med,B,0.32127157,728
NCI-H1781,B,0.320443,729
JHOS-4,B,0.3193433,730
Mel Ho,B,0.31881127,731
Malme-3M,B,0.31851918,732
LK-2,B,0.31847477,733
Mel 928,B,0.318192,734
COLO 320,B,0.3178056,735
23132/87,B,0.3177652,736
NCI-H661,B,0.31728888,737
SNU-1196,B,0.31725112,738
624-mel,B,0.3171402,739
CACO-2,B,0.31668726,740
MFE-296,B,0.31648782,741
AF22,B,0.31576517,742
HCC2935,B,0.31467712,743
MES-SA,B,0.31459907,744
NCI-H2004RT,B,0.3142358,745
SNU-503,B,0.3141433,746
SW48,B,0.3141206,747
TGBC11TKB,B,0.31363544,748
SW620,B,0.31338385,749
NTERA-2,B,0.3131224,750
NCI-H2198,B,0.31278002,751
SNU-1,B,0.31235164,752
SNU-484,B,0.31157157,753
HCC1195,B,0.31152079,754
NCI-H1435,B,0.31132835,755
LoVo,B,0.31067812,756
T.T,B,0.3106033,757
A-204,B,0.31026977,758
RKO,B,0.30966425,759
HMY-1,B,0.30963388,760
C2BBe1,B,0.30955076,761
HCC630,B,0.30934533,762
SCC-3,B,0.3085166,763
OVISE,B,0.30838808,764
SK-CO-1,B,0.30825114,765
TE 441.T,B,0.3081178,766
NCC-StC-K140,B,0.3077934,767
Hep-G2,B,0.3064299,768
LC-1F,B,0.30628806,769
SNU-398,B,0.30625018,770
MOR,B,0.3059353,771
TOV-112D,B,0.30564237,772
HEC-59,B,0.30564007,773
CL-11,B,0.30526623,774
SW1417,B,0.30508786,775
C-33 A,B,0.3050634,776
NCI-H716,B,0.30427095,777
SNU-601,B,0.30420995,778
Capan-1,B,0.30392504,779
COLO 320DM,B,0.30202475,780
SK-MEL-1,B,0.3018697,781
HEC-108,B,0.3017022,782
SNU-81,B,0.30166218,783
SNU-61,B,0.30113304,784
KP-MRT-RY,B,0.30091938,785
KM12,B,0.30084145,786
HCC2688,B,0.30039188,787
KPL-1,B,0.29976296,788
DEL,B,0.29963905,789
NCI-H2066,B,0.29918787,790
NCI-H1048,B,0.29890484,791
EFM-192A,B,0.29842532,792
EWS-502,B,0.2984184,793
RPMI-2650,B,0.29822096,794
C170,B,0.2981065,795
SNU-C4,B,0.29748708,796
LS180,B,0.29745254,797
A-427,B,0.2967735,798
MOR/CPR,B,0.29562968,799
HCC1482,B,0.2952885,800
DV-90,B,0.294878,801
AU565,B,0.29482558,802
G-402,B,0.29469126,803
ZR-75-30,B,0.29425246,804
Okajima,B,0.2940172,805
NB1,B,0.29369584,806
MKN74,B,0.29367858,807
AN3-CA,B,0.293517,808
ZR-75-1,B,0.29344478,809
EW-8,B,0.2926903,810
HuTu 80,B,0.292204,811
NCI-H727,B,0.2914105,812
SNU-869,B,0.29125604,813
SNG-M,B,0.29123467,814
HT115,B,0.2911071,815
OVMANA,B,0.29092187,816
EN,B,0.29021484,817
A2780,B,0.29010284,818
COLO 678,B,0.28913182,819
TTC-549,B,0.28869346,820
KPL-4,B,0.28809875,821
OUMS-23,B,0.28771994,822
UACC-893,B,0.28752163,823
NUGC-4,B,0.2874757,824
SK-ES-1,B,0.28746113,825
SNU-1033,B,0.28677917,826
Caov-4,B,0.286696,827
HCC1187,B,0.28669474,828
HuG1-N,B,0.28626043,829
SW1116,B,0.28608993,830
BEWO,B,0.28574157,831
SK-NEP-1,B,0.2856183,832
SNU-1040,B,0.28543285,833
Tm87-16,B,0.28464708,834
NCI-H841,B,0.2842157,835
PaTu 8988s,B,0.2835192,836
SR,B,0.2830415,837
MDA-MB-415,B,0.28255227,838
NCI-H2342,B,0.28254843,839
MFE-280,B,0.28161836,840
TE 617.T,B,0.28139448,841
OCUM-1,B,0.27952054,842
TTC-709,B,0.2792352,843
JHUEM-1,B,0.27846187,844
MFM-223,B,0.27839255,845
IM95,B,0.2782991,846
HCC2157,B,0.27752995,847
KD [Human abdomen rhabdoid tumor],B,0.27720106,848
KCL-22,B,0.2767364,849
RT-4,B,0.2767061,850
RCM-1 [Human rectal adenocarcinoma],B,0.27626052,851
SNU-16,B,0.27604836,852
HCC2911,B,0.2757177,853
SHP-77,B,0.2756679,854
SH-SY5Y,B,0.27471158,855
TTC-642,B,0.27438864,856
KATO III,B,0.2742849,857
NCI-H520,B,0.2742391,858
CL-14,B,0.27269658,859
MON,B,0.27250564,860
GP2d,B,0.2724084,861
LS411N,B,0.27133504,862
KE-39,B,0.27130166,863
COV434,B,0.2703642,864
T-47d,B,0.2701271,865
T84,B,0.26984176,866
OE19,B,0.26978713,867
MDA-MB-330,B,0.26926357,868
SU-DHL-1,B,0.26895994,869
HCC2218,B,0.26801348,870
SNU-407,B,0.267929,871
HCC1500,B,0.266626,872
MDA-MB-453,B,0.26652235,873
HCC1599,B,0.2661669,874
Ki-JK,B,0.26599318,875
OCI-AML-3,B,0.26488462,876
G-401,B,0.26346296,877
NCI-N417,B,0.26333156,878
TTC-1240,B,0.26317126,879
SNU-719,B,0.26310238,880
HuH-6,B,0.26274613,881
JHOM-2B,B,0.2622928,882
NCI-H2077,B,0.26213452,883
RD-ES,B,0.26178375,884
SK-N-DZ,B,0.26177236,885
BT-474,B,0.26168776,886
MEG-01,B,0.26126802,887
YMB-1,B,0.26020536,888
SNU-175,B,0.2595168,889
SK-N-BE(2),B,0.2592533,890
CL-40,B,0.25923637,891
CAMA-1,B,0.25856307,892
HCC1263,B,0.25798738,893
Mono-Mac-6,B,0.25792503,894
SUM52PE,B,0.2570037,895
GSU,B,0.25682336,896
MHH-NB-11,B,0.25634888,897
NCI-H1155,B,0.256101,898
COLO 201,B,0.2555962,899
CL-34,B,0.2554987,900
HCC2429,B,0.25535208,901
IMR-32,B,0.25509685,902
HCC1428,B,0.2541966,903
SNU-245,B,0.2535462,904
NCI-H211,B,0.25280872,905
HCC202,B,0.252774,906
CW-2,B,0.2521468,907
EFM-19,B,0.25083357,908
NCI-H522,B,0.25041375,909
Kelly,B,0.25014925,910
QGP-1,B,0.24997362,911
HL-60,B,0.24830674,912
KMS-11,B,0.24827422,913
ST486,B,0.24803051,914
HCC-56,B,0.24693836,915
AML-193,B,0.2467552,916
GSS,B,0.24669397,917
LS1034,B,0.24659945,918
SNU-620,B,0.24641761,919
TF-1,B,0.2463433,920
22Rv1,B,0.24612482,921
THP-1,B,0.24607454,922
HT-55,B,0.24605273,923
OVK18,B,0.24544123,924
SW948,B,0.24530227,925
JJN-3,B,0.24496241,926
HuT 102,B,0.24468707,927
BCP-1,B,0.24451603,928
MDA-MB-175-VII,B,0.24429415,929
OPM-1,B,0.24380355,930
MDA-PCa-2b,B,0.24307564,931
SKNO-1,B,0.24298204,932
SW1463,B,0.24288319,933
SNU-520,B,0.24257253,934
Karpas-299,B,0.2422697,935
MOLP-8,B,0.24216644,936
COLO 206F,B,0.24201825,937
DND-41,B,0.24195638,938
NCI-H684,B,0.24192499,939
Fu97,B,0.24165788,940
SKM-1,B,0.24139501,941
SK-N-FI,B,0.24120134,942
Kasumi-1,B,0.24110612,943
Karpas-620,B,0.24099201,944
SBC-5,B,0.2406555,945
RPMI-8226,B,0.24039114,946
NCI-H82,B,0.24033658,947
K-562,B,0.23936242,948
SUP-M2,B,0.23925687,949
CADO-ES1,B,0.23839575,950
DMS 114,B,0.2377674,951
KYM-1,B,0.23771974,952
SEM,B,0.23770583,953
CCK-81,B,0.23733751,954
OPM-2,B,0.23725301,955
F-36P,B,0.23668934,956
HCC1419,B,0.23620833,957
HCC1588,B,0.23612428,958
SNU-283,B,0.2356632,959
NCI-H1876,B,0.23559874,960
NCI-H1581,B,0.23491473,961
HEL 92.1.7,B,0.234677,962
SIG-M5,B,0.23429047,963
KMS-26,B,0.23389146,964
LAMA-84,B,0.23374324,965
SNU-C1,B,0.23358862,966
VMRC-LCD,B,0.23356384,967
NCO2,B,0.23333302,968
NCI-H508,B,0.23210144,969
ML-2,B,0.22889291,970
NCI-H847,B,0.22839008,971
M-07e,B,0.22807965,972
NCI-H69,B,0.22793762,973
UMC-11,B,0.22793685,974
UACC-812,B,0.22781385,975
BEN,B,0.22756101,976
NCI-H660,B,0.2273313,977
NB4,B,0.22728679,978
JK-1,B,0.22721617,979
KMS-28BM,B,0.22721282,980
OCI-AML-2,B,0.22651069,981
COR-L279,B,0.22636575,982
KMS-34,B,0.22596975,983
KP-N-YN,B,0.22567381,984
SW403,B,0.2256055,985
A4/Fukuda,B,0.22548945,986
NCI-H854,B,0.22534537,987
KMM-1,B,0.22531477,988
Mono-Mac-1,B,0.22525369,989
HCC1833,B,0.22513545,990
NCI-H2196,B,0.2248198,991
KMS-20,B,0.2246443,992
ECC12,B,0.22390111,993
NCI-H1882,B,0.22354208,994
HEL,B,0.22326916,995
GDM-1,B,0.22319931,996
JURL-MK1,B,0.22215013,997
EM-2,B,0.2221469,998
HH [Human lymphoma],B,0.22174521,999
UKE-1,B,0.221182,1000
CPC-N,B,0.22039196,1001
LS513,B,0.22036645,1002
C8166,B,0.22031568,1003
MOLM-13,B,0.2202723,1004
WSU-DLCL2,B,0.21939746,1005
COLO 704,B,0.2191601,1006
OCI-My5,B,0.2191565,1007
PLB-985,B,0.21911287,1008
BT-483,B,0.21873088,1009
SUP-T1,B,0.2185737,1010
Karpas-707,B,0.21846174,1011
KP-N-RT-BM-1,B,0.21806122,1012
NCI-H1184,B,0.21801604,1013
DMS 153,B,0.2177941,1014
KYO-1,B,0.21768299,1015
NCI-H524,B,0.21595415,1016
SiMa,B,0.21591726,1017
D341 Med,B,0.21561003,1018
U266B1,B,0.2150191,1019
TALL-1 [Human adult T-ALL],B,0.2147479,1020
CHP-126,B,0.21352606,1021
U-937,B,0.21322307,1022
Evsa-T,B,0.21303134,1023
NCI-H2081,B,0.21279533,1024
SU-DHL-5,B,0.2116184,1025
KM-H2,B,0.21143028,1026
Ku812,B,0.21097466,1027
SET-2,B,0.21092127,1028
OCI-M1,B,0.21069981,1029
SUP-B15,B,0.21063595,1030
L-540,B,0.2101481,1031
VCaP,B,0.20997773,1032
PL-21,B,0.2093818,1033
MUTZ-3,B,0.20901681,1034
MOLM-16,B,0.20897296,1035
OCI-AML-5,B,0.20871012,1036
HuNS1,B,0.20861004,1037
STM91-01,B,0.20837517,1038
DMS 53,B,0.2079916,1039
L-428,B,0.20788237,1040
OCI-M2,B,0.20741197,1041
CAL-148,B,0.2072169,1042
HDLM-2,B,0.2059258,1043
INA-6,B,0.20579824,1044
L-363,B,0.20573917,1045
LNCaP,B,0.20497642,1046
LNCaP clone FGC,B,0.20468478,1047
CMK,B,0.20434752,1048
KE-97,B,0.20405523,1049
697,B,0.20400485,1050
KHM-1B,B,0.20298009,1051
MJ,B,0.20247218,1052
MV4-11,B,0.2022871,1053
COR-L47,B,0.20119923,1054
HuT 78,B,0.20035279,1055
SU-DHL-6,B,0.19933146,1056
MOLM-6,B,0.19918087,1057
BV-173,B,0.19906722,1058
HNT-34,B,0.19886635,1059
A3/Kawakami,B,0.19867334,1060
NCI-H510A,B,0.19847442,1061
BDCM,B,0.19829558,1062
COR-L95,B,0.198293,1063
KMS-21-BM,B,0.1980085,1064
EoL-1,B,0.19758381,1065
ECC10,B,0.1964092,1066
LP-1,B,0.1953359,1067
MM1.S,B,0.19421418,1068
NCI-H929,B,0.19419755,1069
NCI-H1770,B,0.19373418,1070
RS4;11,B,0.19351026,1071
SK-MM-2,B,0.19299047,1072
NCI-H1694,B,0.19258954,1073
AMO1,B,0.19241983,1074
EJM,B,0.19200343,1075
NOMO-1,B,0.1916469,1076
RCH-ACV,B,0.19135213,1077
NCI-H810,B,0.19092351,1078
SCLC-21H,B,0.19084103,1079
OCI-My7,B,0.19052139,1080
JVM-2,B,0.18942878,1081
COLO 684,B,0.18891433,1082
KMS-18,B,0.18836778,1083
SU-DHL-10,B,0.18835664,1084
SUP-T11,B,0.18755732,1085
HCC33,B,0.18742365,1086
COR-L88,B,0.18736112,1087
NCI-H1930,B,0.18733819,1088
RPMI-8402,B,0.18713817,1089
Hs 611.T,B,0.18696204,1090
DU4475,B,0.18655826,1091
U-266/70,B,0.18569483,1092
NU-DHL-1,B,0.1855207,1093
NCI-H2029,B,0.18550816,1094
NCI-H1618,B,0.18513957,1095
ALL-SIL,B,0.1846097,1096
KG-1,B,0.18425734,1097
P3HR-1,B,0.18384619,1098
Sc-1,B,0.18327586,1099
NCI-H889,B,0.18302816,1100
U-266/84,B,0.18300755,1101
NALM-6,B,0.18280421,1102
NCI-H1436,B,0.18247753,1103
KMS-27,B,0.18239518,1104
NCI-H2227,B,0.1818589,1105
DMS 454,B,0.18168053,1106
Raji,B,0.18046658,1107
REH,B,0.18014906,1108
HMC-1,B,0.18008119,1109
RC-K8,B,0.17995512,1110
NCI-H2106,B,0.1799254,1111
Toledo,B,0.17927472,1112
WSU-NHL,B,0.17870352,1113
MDA-MB-134-VI,B,0.17851019,1114
HPB-ALL,B,0.17829508,1115
COR-L24,B,0.17781533,1116
Mino,B,0.17778522,1117
NCI-H1836,B,0.17749709,1118
TT,B,0.17686124,1119
U-698-M,B,0.17678267,1120
SCLC-22H,B,0.17642635,1121
NCI-H1385,B,0.17582984,1122
Peer,B,0.17545812,1123
JVM-3,B,0.17526339,1124
NCI-H526,B,0.17461497,1125
P31/FUJ,B,0.1743417,1126
EHEB,B,0.17384669,1127
DMS 79,B,0.1734696,1128
NCI-H1963,B,0.1732154,1129
WSU-FSCCL,B,0.1730262,1130
NALM-1,B,0.17298263,1131
Kasumi-2,B,0.17284074,1132
NCI-H345,B,0.17199934,1133
SU-DHL-8,B,0.17194916,1134
KO52,B,0.17148378,1135
Granta-519,B,0.17147647,1136
MHH-CALL-2,B,0.17090389,1137
COLO 668,B,0.16968365,1138
Kasumi-6,B,0.16894501,1139
BL-41,B,0.16773292,1140
BL-70,B,0.16713315,1141
ME-1 [Human leukemia],B,0.1665869,1142
CCRF-SB,B,0.16655387,1143
SU-DHL-4,B,0.16543937,1144
Loucy,B,0.16541125,1145
SU-DHL-16,B,0.16528572,1146
KMS-12-BM,B,0.165217,1147
NALM-19,B,0.16495702,1148
TMD8,B,0.16423918,1149
L-1236,B,0.16261527,1150
EB3 [Human Burkitt lymphoma],B,0.16208354,1151
MEC-1,B,0.16187629,1152
MHH-CALL-4,B,0.16134547,1153
U-2932,B,0.16123302,1154
COR-L311,B,0.16055296,1155
RL,B,0.16049944,1156
NCI-H146,B,0.1601269,1157
MOLT-4,B,0.16010182,1158
Jiyoye,B,0.15821166,1159
GA-10,B,0.15765955,1160
Farage,B,0.1570003,1161
OCI-Ly10,B,0.15615143,1162
MOLT-13,B,0.15550536,1163
NCI-H209,B,0.15546805,1164
JM-1,B,0.15474267,1165
NCI-H2171,B,0.15419805,1166
JeKo-1,B,0.153681,1167
Ri-1,B,0.1536707,1168
MHH-CALL-3,B,0.15356694,1169
TK [Human B-cell lymphoma],B,0.15292215,1170
Karpas-1106P,B,0.15260123,1171
Ci-1,B,0.1521315,1172
NCI-H187,B,0.151069,1173
DoHH2,B,0.15099013,1174
PF-382,B,0.15043925,1175
NCI-H1092,B,0.14794849,1176
EB2,B,0.14785735,1177
Namalwa,B,0.14717847,1178
NU-DUL-1,B,0.14678213,1179
OCI-Ly19,B,0.1465342,1180
MOLT-16,B,0.14621615,1181
P12-Ichikawa,B,0.14575917,1182
NCI-H1105,B,0.14422084,1183
KOPN-8,B,0.14319304,1184
MOLT-3,B,0.1423559,1185
REC-1,B,0.14235409,1186
CML-T1,B,0.14176579,1187
MUTZ-5,B,0.14161691,1188
MOLP-2,B,0.14149655,1189
COR-L26,B,0.14118546,1190
MHH-PREB-1,B,0.13807726,1191
BJAB,B,0.13783066,1192
Daudi,B,0.13734446,1193
JURKAT,B,0.135894,1194
OCI-Ly3,B,0.13423744,1195
HT,B,0.13390253,1196
Jurkat E6.1,B,0.13207012,1197
Pfeiffer,B,0.13133805,1198
MC116,B,0.13133079,1199
KE-37,B,0.13012289,1200
DB,B,0.12408251,1201
EB1,B,0.120192654,1202
Ramos,B,0.11349301,1203
OCI-Ly7,B,0.108791485,1204
CA46,B,0.107610464,1205
Karpas-422,B,0.09869926,1206
CAL-33,C,0.7839416,1
CAL-27,C,0.7279378,2
PE/CA-PJ34 (clone C12),C,0.67819345,3
PE/CA-PJ15,C,0.6755649,4
BICR 22,C,0.6726152,5
A-431,C,0.6709645,6
BICR 56,C,0.670187,7
TE-11,C,0.6653026,8
SNU-1076,C,0.6633781,9
SNU-1066,C,0.6630314,10
KYSE-510,C,0.66289645,11
TE-9,C,0.6591642,12
HSC-4,C,0.6537404,13
HSC-2,C,0.6523733,14
PE/CA-PJ41 (clone D2),C,0.64648974,15
HaCaT,C,0.6457183,16
FaDu,C,0.64438504,17
SCaBER,C,0.64319164,18
DOK,C,0.64132404,19
PE/CA-PJ49,C,0.6397229,20
BFTC-905,C,0.63960475,21
Detroit 562,C,0.6393252,22
SCC-15,C,0.63838756,23
BHY,C,0.6377082,24
TE-15,C,0.63688064,25
YD-10B,C,0.63556975,26
YD-38,C,0.63376707,27
KYSE-150,C,0.6328613,28
OE21,C,0.6297731,29
TE-5,C,0.6284188,30
SNU-899,C,0.6281903,31
SNU-1041,C,0.62675875,32
SF767,C,0.6236247,33
KNS-62,C,0.62278366,34
CJM [Human melanoma],C,0.6203969,35
KLM-1,C,0.61978257,36
BICR 78,C,0.61685437,37
KYSE-30,C,0.6156751,38
ME-180,C,0.6151409,39
A-253,C,0.61442405,40
SNU-1214,C,0.61272156,41
CAL-29,C,0.6111269,42
HSC-3,C,0.61032134,43
KYSE-180,C,0.60881156,44
NCI-H596,C,0.60830957,45
HCC1954,C,0.60788476,46
TE-14,C,0.6067257,47
NUGC-2,C,0.6055509,48
NCI-H1666,C,0.6053522,49
BICR 6,C,0.6051506,50
YD-15,C,0.60080326,51
T3M-4,C,0.6001711,52
hTCEpi,C,0.5983727,53
HCC1806,C,0.5957468,54
PK-1,C,0.59449106,55
HCC70,C,0.5922124,56
COLO 680N,C,0.59123045,57
SCC-25,C,0.5901854,58
BxPC-3,C,0.58961076,59
RT-112,C,0.588226,60
SCC-4,C,0.5865681,61
BICR 31,C,0.5857408,62
HBEC3-KT,C,0.583443,63
HCC1937,C,0.5821628,64
EC-GI-10,C,0.58198094,65
NCI-H292,C,0.5810433,66
HCC95,C,0.5801817,67
KYSE-410,C,0.57903975,68
LUDLU-1,C,0.57847285,69
HMEL,C,0.5782377,70
UM-UC-1,C,0.5761266,71
NCI-H1648,C,0.57558376,72
SNU-308,C,0.574575,73
KYSE-450,C,0.57212794,74
BC-3C,C,0.57114947,75
BICR 16,C,0.5688306,76
RL95-2,C,0.56702363,77
SW780,C,0.5640803,78
MCF-10A,C,0.56195796,79
L3.3,C,0.56113,80
EPLC-272H,C,0.56006366,81
LCLC-97TM1,C,0.5550379,82
OVCA420,C,0.55419934,83
MS751,C,0.5534129,84
Panc 02.03,C,0.553129,85
