target_gene,source_target_gene,dataset_id,dataset_context_id,canonical_context_id,study_id,perturbation_modality,crispri,n_cells,n_cells_status,n_cells_source,n_cells_scope,n_guides,n_control_cells,guide_level_metadata_available,raw_counts_available,knockdown_efficiency_available,knockdown_efficiency,source_variant_id,source_url,target_list_source,confidence,present_in_vcc2026_panel,assay_family,notes
ACAT2,ACAT2,vcc2025_h1,vcc2025_h1::H1,H1,vcc2025,CRISPRi,True,1765,exact,source_targets/vcc2025_h1_counts.csv,All cells retained in the scPertEval hosted representation after its documented cell QC and assigned to the perturbation label.,,38176,False,False,False,,vcc2025_h1_scperteval,https://storage.googleapis.com/scperteval/processed/arch1_processed_complete.h5ad,remote H5AD obs/perturbation categorical metadata,high,False,unknown,Cell counts are after scPertEval QC; original count-level representation is not verified here.
SMPD4,SMPD4,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,118,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SMS,SMS,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,268,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SMTN,SMTN,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,126,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SMU1,SMU1,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,155,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,10691,True,True,False,,replogle_k562_essential_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: essential.
SMUG1,SMUG1,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,109,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SMURF1,SMURF1,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,189,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SMURF2,SMURF2,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,382,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SMYD2,SMYD2,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,205,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,True,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SMYD3,SMYD3,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,274,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SMYD4,SMYD4,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,19,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SMYD5,SMYD5,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,393,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNAI1,SNAI1,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,178,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNAI2,SNAI2,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,155,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNAI3,SNAI3,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,244,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNAP23,SNAP23,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,83,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNAP29,SNAP29,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,277,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNAP47,SNAP47,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,241,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNAPC1,SNAPC1,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,104,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNAPC2,SNAPC2,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,109,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNAPC3,SNAPC3,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,404,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNAPC4,SNAPC4,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,262,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNAPC5,SNAPC5,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,274,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNAPIN,SNAPIN,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,129,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNCG,SNCG,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,416,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SND1,SND1,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,207,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,True,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNF8,SNF8,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,282,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNHG32,SNHG32,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,148,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNIP1,SNIP1,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,62,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNRK,SNRK,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,224,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,True,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNRNP200,SNRNP200,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,169,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,10691,True,True,False,,replogle_k562_essential_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: essential.
SNRNP25,SNRNP25,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,207,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNRNP27,SNRNP27,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,52,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNRNP35,SNRNP35,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,168,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,10691,True,True,False,,replogle_k562_essential_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: essential.
SNRNP40,SNRNP40,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,423,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNRNP48,SNRNP48,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,191,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,10691,True,True,False,,replogle_k562_essential_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: essential.
SNRNP70,SNRNP70,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,129,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,10691,True,True,False,,replogle_k562_essential_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: essential.
SNRPA,SNRPA,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,168,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNRPA1,SNRPA1,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,159,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,10691,True,True,False,,replogle_k562_essential_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: essential.
SNRPB,SNRPB,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,269,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,10691,True,True,False,,replogle_k562_essential_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: essential.
SNRPB2,SNRPB2,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,74,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNRPC,SNRPC,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,43,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNRPD1,SNRPD1,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,146,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,10691,True,True,False,,replogle_k562_essential_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: essential.
SNRPD2,SNRPD2,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,19,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,10691,True,True,False,,replogle_k562_essential_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: essential.
SNRPD3,SNRPD3,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,182,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,10691,True,True,False,,replogle_k562_essential_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: essential.
SNRPE,SNRPE,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,184,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,10691,True,True,False,,replogle_k562_essential_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: essential.
SNRPF,SNRPF,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,130,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,10691,True,True,False,,replogle_k562_essential_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: essential.
SNRPG,SNRPG,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,402,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,10691,True,True,False,,replogle_k562_essential_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: essential.
SNTA1,SNTA1,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,94,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNTB2,SNTB2,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,228,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNUPN,SNUPN,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,348,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
